"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","You are being invited to partcipate in a research study titled ""Transportation Preferences in Belgium""  This study is being conducted by Universite Libre de Bruxelles (ULB) explicity for scientific purposes.   The purpose of this study is to discover the preferences of Belgian Population in the transportation sector.   The EU data protection law called GDPR regulates how personal data is processed, under that law, I must have your explicit consent, before continuing with this survey.          ","Are you using the bus ?","How often do you take the bus ?","Please answer the following questions  [How much do you care about the type of fuel of the bus that you use or could use ? (diesel, electric, hybrid electric ,hydrogen)]","Please answer the following questions  [How much do you care about the ticket cost of the bus that you use or could use? ]","Please answer the following questions  [How much do you care about the schedule frequency of the bus that you use or could use? ]","Please answer the following questions  [How much do you care about the source of funding of the bus that you are using ? (Regional, Federal, European)]","Rate your level of agreement for each of the following statements  [I buy seasonal products]","Rate your level of agreement for each of the following statements  [I buy locally produced foods]","Rate your level of agreement for each of the following statements  [I eat a vegetarian meal]","Rate your level of agreement for each of the following statements  [I use the public transportation ]","Rate your level of agreement for each of the following statements  [I cycle instead of drive]","Rate your level of agreement for each of the following statements  [I buy food closer to its expiration date to help supermarkets avoid waste]","Rate your level of agreement for each of the following statements  [I turn off the lights when leaving a place]","Rate your level of agreement for each of the following statements  [I collect and recycle used paper]","Rate your level of agreement for each of the following statements  [I collect and recycle food waste]","Rate your level of agreement for each of the following statements  [I collect and recycle packages ]","Rate your level of agreement for each of the following statements  [I collect and recycle empty glass bottles]","Rate your level of agreement for each of the following statements  [I turn off the water while brushing my teeth]","Rate your level of agreement for each of the following statements  [I turn off the water while shaving]","Rate your level of agreement for each of the following statements  [I try to consume less in general]","Rate your level of agreement for each of the following statements  [I lower the thermostat during the night]","Rate your level of agreement for each of the following statements  [I unplug unused electronics]","Rate your level of agreement for each of the following statements  [It is important to me that the products I use do not harm the environment ]","Rate your level of agreement for each of the following statements  [I consider the potential environmental impact of my actions when making many of my decisions]","Rate your level of agreement for each of the following statements  [My purchase habits are affected by my concern for our environment ]","Rate your level of agreement for each of the following statements  [I am concerned about wasting the resources of our planet]","Rate your level of agreement for each of the following statements  [I would describe myself as environmentally responsible]","Rate your level of agreement for each of the following statements  [I am willing to be inconvenienced in order to take actions that are more environmentally friendly ]","Do you know the difference between renewable and non-renewable energy?","Which of the following technologies are considered as renewable from your experience? [Solar energy]","Which of the following technologies are considered as renewable from your experience? [Fossil Fuels ]","Which of the following technologies are considered as renewable from your experience? [Natural Gas]","Which of the following technologies are considered as renewable from your experience? [Wind Energy]","Which of the following technologies are considered as renewable from your experience? [Hydrogen]","Which of the following technologies are considered as renewable from your experience? [Uranium]","Which of the following technologies are considered as renewable from your experience? [Hydropower]","Which of the following technologies are considered as renewable from your experience? [Geothermal Energy ]","Which of the following technologies are considered as renewable from your experience? [Coal]","Which of the following technologies are considered as renewable from your experience? [Crude Oil]","Are you aware of the Paris Agreement ?","Are you aware of the European Green Deal ?","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Gasoline Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Diesel Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Liquefied Petroleum Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Ethanol Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Compressed Natural Gas Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Biodiesel Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Electric Batteries Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Hybrid Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Hydrogen Vehicles]","To what extent do you agree with the following statements ? [I am following the news related to the latest environmental laws in Belgium]","To what extent do you agree with the following statements ? [I am following the news related to the latest environmental laws in European Union]","To what extent do you agree with the following statements ? [I am following the news related to transportation sector ]","To what extent do you agree with the following statements ? [I am usually updated of the existing and available technologies in the energy sector ]","To what extent do you agree with the following statements ? [I usually inform my friends and family for any updates related with energy transition and climate change]","To what extent do you agree with the following statements ? [I can easily understand the technical aspects of a new technology]","To what extent do you agree with the following statements ? [My friends think that climate change is real]","To what extent do you agree with the following statements ? [My family would definitely support me towards an environmental friendly behaviour]","To what extent do you agree with the following statements ? [My social media followers and friends believe that we should protect our planet]","To what extent do you agree with the following statements ? [My colleagues have environmental awareness  ]","To what extent do you agree with the following statements ? [In my community, people recycling very often]","To what extent do you agree with the following statements ? [In my community, people use public transportation more often than cars]","To what extent do you agree with the following statements ? [Based on your experience, humans are responsible for climate change]","In which region of Belgium do you currently live ?","What is your age?","What gender do you identify with?","What is the highest degree or level of education you have completed?","What is your monthly household net income?","What type of community do you live in?","Total time","Group time: Disclaimer ","Question time: G01Q93","Group time: Attributes","Question time: G02Q16","Question time: G02Q17","Question time: G02Q22","Group time: Pro-existing environmental friendly behaviour","Question time: G10Q98","Group time: Green Scale","Question time: G11Q99","Group time: Technical Awareness ","Question time: G12Q100","Question time: G05Q19","Question time: G12Q101","Question time: G12Q102","Question time: G12Q103","Question time: G12Q104","Group time: Subjective Norms","Question time: G13Q105","Group time: Demographical Questions","Question time: country","Question time: DQ0001","Question time: DQ0002","Question time: DQ0003","Question time: DQ0004","Question time: residence"
"347","2022-01-14 15:27:19","19","en","1450699288","2022-01-14 15:02:35","2022-01-14 15:27:19","I do consent to continue with the survey","Yes","Monthly","I do care a lot","I do care a lot","I do care a lot","I don't care at all","Often","Often","Often","Sometimes","Always","Sometimes","Always","Always","Always","Always","Always","Always","Always","Often","Always","Often","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Strongly Disagree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Flanders","35-44","Female","Master Degree","More than 4,000€","Suburb near a large city","1493.73","","1073.48","","7.85","11.88","56.36","","81.65","","40.01","","5.61","47.68","4.99","3.66","31.43","45.86","","36.65","","6.68","5.12","4.47","7.89","14.31","8.15"
"349","2022-01-14 15:48:39","19","fr","1444231811","2022-01-14 15:41:06","2022-01-14 15:48:39","I do consent to continue with the survey","No","Never","I do care a lot","I do care a lot","Neutral","I do care","Non Applicable","Non Applicable","Non Applicable","Never","Non Applicable","Non Applicable","Often","Always","Always","Never","Non Applicable","Always","Always","Non Applicable","Non Applicable","Sometimes","Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Not sure","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Strongly Disagree","Strongly Disagree","Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Wallonia","18-24","Male","High School","Less than 1499€","Rural area","462.2","","7.44","","3.87","7.63","50.62","","99.02","","62.37","","11.6","26.61","4.79","4.52","33.19","30.59","","63.49","","5","6.52","3.12","14.98","14.93","11.91"
"350","2022-01-14 15:53:06","19","en","1448084150","2022-01-14 15:47:21","2022-01-14 15:53:06","I do consent to continue with the survey","Yes","2-3 times a week","Neutral","I do care","I do care a lot","Neutral","Often","Sometimes","Sometimes","Often","Never","Often","Often","Always","Never","Sometimes","Always","Often","Non Applicable","Often","Always","Often","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Neutral","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Brussels Capital","54-65","Female","Bachelor Degree","2,000€ - 2,499€","Large City","353.39","","11.03","","5.5","9.07","31.67","","96.61","","37.55","","5.61","16.42","5.2","4.36","24.59","30.56","","43.89","","6.18","3.57","3.69","6.57","5.07","6.25"
"351","2022-01-14 15:58:02","19","fr","2121695597","2022-01-14 15:52:42","2022-01-14 15:58:02","I do consent to continue with the survey","Yes","Less than once a month","Neutral","I do care","I do care a lot","Neutral","Often","Sometimes","Always","Often","Non Applicable","Often","Often","Often","Sometimes","Non Applicable","Always","Always","Sometimes","Sometimes","Always","Sometimes","Agree","Agree","Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","Not sure","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Neutral","Agree","Wallonia","18-24","Female","Bachelor Degree","3,000€ - 3,999€","Small City or Town","328.41","","5.65","","3.82","5.72","25.04","","87.1","","26.15","","7.66","14.47","5.4","3.7","21.8","28.35","","37.81","","5.55","4.63","4.99","4.56","23.46","12.55"
"352","2022-01-14 15:59:49","19","fr","1381327764","2022-01-14 15:55:08","2022-01-14 15:59:49","I do consent to continue with the survey","Yes","Monthly","I don't care at all","I do care","I do care","I don't care at all","Often","Often","Sometimes","Often","Sometimes","Often","Always","Often","Always","Sometimes","Often","Always","Often","Sometimes","Sometimes","Never","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","Not sure","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Somewhat Disagree","Neutral","Disagree","Somewhat Disagree","Disagree","Somewhat Agree","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Brussels Capital","18-24","Male","Master Degree","Prefer not to say","Large City","289.34","","8.48","","3.99","4.41","26.33","","68.65","","44.49","","9.03","11.46","5.42","5.33","17.02","26.81","","28.22","","3.71","6.66","3.83","5.35","4.84","5.31"
"353","2022-01-14 16:12:30","19","fr","1710938120","2022-01-14 16:07:29","2022-01-14 16:12:30","I do consent to continue with the survey","No","Never","I do care","Neutral","I do care a lot","I don't care at all","Often","Often","Sometimes","Often","Non Applicable","Never","Always","Always","Always","Always","Always","Always","Non Applicable","Sometimes","Never","Never","Somewhat Agree","Neutral","Somewhat Agree","Agree","Neutral","Neutral","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Strongly Disagree","Neutral","Strongly Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Wallonia","25-34","Male","Master Degree","3,000€ - 3,999€","Large City","309.44","","11.03","","5.86","4.94","30.15","","62.47","","35.45","","6.18","36.33","3.32","4.44","20.69","26.11","","26.8","","4.67","3.74","3.32","4.76","15.04","4.14"
"357","2022-01-14 16:56:09","19","fr","1064563767","2022-01-14 16:51:01","2022-01-14 16:56:09","I do consent to continue with the survey","Yes","2-3 times a week","I do care a lot","I do care","I do care a lot","I don't care","Always","Often","Always","Sometimes","Always","Sometimes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Agree","Agree","Somewhat Disagree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Brussels Capital","18-24","Female","Master Degree","Less than 1499€","Large City","313.4","","7.1","","4.19","9.87","34.35","","50.05","","25.07","","5.34","20.95","4.72","4.99","27.51","37.22","","35.6","","5.96","4.19","4.28","13.57","6.4","12.04"
"358","2022-01-14 17:24:04","19","fr","1483381475","2022-01-14 17:18:02","2022-01-14 17:24:04","I do consent to continue with the survey","No","Never","I don't care at all","I do care a lot","I do care a lot","I don't care at all","Sometimes","Sometimes","Sometimes","Never","Never","Often","Always","Always","Always","Always","Always","Always","Non Applicable","Never","Sometimes","Sometimes","Strongly Disagree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Wallonia","25-34","Male","Bachelor Degree","2,000€ - 2,499€","Small City or Town","368.92","","11.61","","4.34","6.43","38.22","","85.07","","51.9","","5.43","22.06","4.56","3.77","15.79","34.34","","42.02","","5.16","4.36","3.94","6.28","16.76","6.88"
"359","2022-01-14 17:28:00","19","en","1531275886","2022-01-14 17:23:03","2022-01-14 17:28:00","I do consent to continue with the survey","No","Less than once a month","I do care","Neutral","I do care","I don't care at all","Sometimes","Never","Often","Never","Never","Sometimes","Often","Always","Never","Always","Always","Always","Non Applicable","Often","Always","Sometimes","Agree","Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Flanders","25-34","Male","Doctorate","2,000€ - 2,499€","Large City","307.25","","15.78","","4.3","6.79","29.46","","84.78","","30.82","","7.86","16.24","3.44","3.63","15.16","23.02","","30.77","","4.63","3.64","3.88","6.43","9.55","7.07"
"361","2022-01-14 18:05:58","19","fr","266131613","2022-01-14 17:58:52","2022-01-14 18:05:58","I do consent to continue with the survey","No","Less than once a month","I don't care","Neutral","I don't care","I don't care","Often","Often","Often","Sometimes","Sometimes","Often","Always","Always","Often","Often","Always","Always","Non Applicable","Often","Always","Always","Somewhat Agree","Somewhat Agree","Agree","Agree","Agree","Somewhat Agree","Not sure","Yes","No","No","Yes","No","No","Yes","No","No","No","Not sure","Not sure","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Agree","Flanders","25-34","Female","Master Degree","Less than 1499€","Small City or Town","435.01","","10.62","","9.44","9.74","41","","81.54","","61.29","","7.48","23.76","6.92","5.5","26.91","50.58","","57.24","","8.37","5.98","2.95","7.99","5.11","12.59"
"362","2022-01-14 18:21:27","19","fr","1006592615","2022-01-14 18:21:21","2022-01-14 18:21:27","I do not consent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","6.56","","6.56","","","","","","","","","","","","","","","","","","","","","","","",""
"363","2022-01-14 18:28:10","19","fr","957764937","2022-01-14 18:22:09","2022-01-14 18:28:10","I do consent to continue with the survey","No","Less than once a month","I don't care at all","I don't care at all","Neutral","I do care","Often","Often","Often","Never","Never","Often","Always","Always","Always","Always","Always","Often","Always","Often","Always","Often","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat Agree","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Not sure","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Disagree","Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Wallonia","25-34","Male","Bachelor Degree","2,500€ - 2,999€","Small City or Town","368.56","","12.15","","3.35","7.91","37.25","","57.88","","47.73","","6.62","27.52","4.12","4.14","22.02","42.61","","52.97","","5.14","7.22","2.94","10","8.92","8.07"
"364","2022-01-14 19:04:11","19","fr","1914650764","2022-01-14 18:59:28","2022-01-14 19:04:11","I do consent to continue with the survey","Yes","Monthly","I don't care","I do care a lot","I do care a lot","I don't care at all","Often","Sometimes","Always","Often","Never","Never","Always","Sometimes","Always","Often","Sometimes","Always","Non Applicable","Often","Always","Often","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Somewhat Disagree","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Disagree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Disagree","Agree","Wallonia","18-24","Female","Bachelor Degree","Prefer not to say","Rural area","291.06","","10.13","","4.86","10.14","32.67","","57.64","","30.33","","4.99","20.73","4.58","4.5","15.83","29.85","","30.37","","6.33","3.13","2.99","4.13","11.85","6.01"
"367","2022-01-14 20:47:38","19","fr","1520912446","2022-01-14 20:29:09","2022-01-14 20:47:38","I do consent to continue with the survey","Yes","Every Day","Neutral","I do care","I do care","Neutral","Sometimes","Sometimes","Sometimes","Always","Never","Sometimes","Always","Non Applicable","Non Applicable","Non Applicable","Non Applicable","Always","Always","Always","Always","Never","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Not sure","Yes","No","No","Yes","No","No","No","No","No","No","No","Not sure","No","No","No","No","No","No","Yes","Yes","No","Neutral","Neutral","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Brussels Capital","25-34","Female","Bachelor Degree","Less than 1499€","Suburb near a large city","1117.4","","17.54","","11.61","16.47","161.04","","231.02","","214.46","","19.41","65.79","8.98","8.76","40.65","89.95","","95.16","","13.9","9.6","5.6","44.32","33.39","29.75"
"368","2022-01-14 20:50:46","19","fr","1710407472","2022-01-14 20:44:05","2022-01-14 20:50:46","I do consent to continue with the survey","Yes","Monthly","I do care","I don't know","I do care","I don't know","Sometimes","Sometimes","Always","Often","Never","Non Applicable","Always","Always","Always","Always","Always","Always","Non Applicable","Sometimes","Often","Often","Somewhat Agree","Agree","Neutral","Somewhat Agree","Somewhat Disagree","Agree","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Not sure","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Disagree","Strongly Disagree","Disagree","Neutral","Somewhat Agree","Neutral","Strongly Agree","Wallonia","18-24","Female","High School","Prefer not to say","Small City or Town","408.69","","17.51","","4.32","8.95","35.6","","85.2","","44.84","","8","20.26","4.13","6.65","35.56","33.54","","63.72","","5.18","3.33","3.2","8.77","6.25","13.68"
"369","2022-01-14 20:54:40","19","fr","1454571077","2022-01-14 20:51:32","2022-01-14 20:54:40","I do consent to continue with the survey","Yes","Monthly","I do care","Neutral","I don't care","I don't care at all","Sometimes","Often","Sometimes","Always","Non Applicable","Often","Always","Always","Always","Always","Always","Always","Always","Always","Non Applicable","Non Applicable","Neutral","Neutral","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Not sure","Not sure","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Neutral","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Flanders","18-24","Male","Bachelor Degree","2,500€ - 2,999€","Small City or Town","195.87","","4.03","","2.92","6.12","23.6","","38.75","","26.01","","3.01","10.48","3.89","3.61","9.35","20","","19.82","","4.16","3.54","2.32","5.03","5.38","3.85"
"371","2022-01-14 21:05:34","19","fr","1170692559","2022-01-14 20:58:10","2022-01-14 21:05:34","I do consent to continue with the survey","No","Less than once a month","Neutral","I do care a lot","I do care","I don't care at all","Sometimes","Never","Never","Often","Never","Sometimes","Always","Always","Often","Always","Always","Always","Always","Often","Often","Always","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Disagree","Neutral","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat Disagree","Agree","Agree","Agree","Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Wallonia","25-34","Male","Bachelor Degree","Prefer not to say","Rural area","453.32","","15.68","","6.44","8.84","58.55","","92.61","","61.89","","7.24","56.18","3.79","4.38","18.92","31.01","","45.95","","5.48","5.05","5.28","8.93","9.85","7.25"
"372","2022-01-14 21:23:51","19","fr","561198434","2022-01-14 21:11:15","2022-01-14 21:23:51","I do consent to continue with the survey","No","Less than once a month","I don't know","Neutral","I don't know","I don't care at all","Non Applicable","Sometimes","Always","Often","Sometimes","Non Applicable","Always","Often","Sometimes","Always","Sometimes","Always","Non Applicable","Often","Always","Sometimes","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Agree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Agree","Agree","Agree","Somewhat Agree","Somewhat Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Somewhat Agree","Strongly Agree","Wallonia","18-24","Female","High School","Prefer not to say","Rural area","764.3","","10.54","","6.21","31.61","73.57","","94.54","","140.19","","94.92","20.43","5.35","4.74","17.21","71.58","","150.29","","6.06","4.3","3.28","8.39","11.53","9.56"
"373","2022-01-14 22:59:55","19","fr","154574262","2022-01-14 22:41:52","2022-01-14 22:59:55","I do consent to continue with the survey","No","Less than once a month","I do care","I do care a lot","I do care","I don't care","Sometimes","Sometimes","Often","Sometimes","Never","Often","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Often","Often","Always","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Neutral","Neutral","Strongly Agree","Neutral","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Wallonia","25-34","Female","High School","3,000€ - 3,999€","Small City or Town","1091.28","","13.55","","5.12","5.14","37.15","","134.66","","34.06","","8.38","693.7","4.77","5.31","19.73","38.84","","36.63","","4.79","4.22","4.55","7.81","24.25","8.62"
"375","2022-01-14 23:48:39","19","fr","1924604344","2022-01-14 23:41:03","2022-01-14 23:48:39","I do consent to continue with the survey","No","Less than once a month","Neutral","I do care","I do care a lot","I don't care","Sometimes","Sometimes","Never","Often","Non Applicable","Sometimes","Often","Never","Never","Never","Sometimes","Never","Never","Sometimes","Always","Sometimes","Neutral","Somewhat Disagree","Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Not sure","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Neutral","Disagree","Strongly Disagree","Somewhat Agree","Wallonia","25-34","Female","High School","Prefer not to say","Rural area","446.72","","8.69","","5.11","5.52","58.24","","96.33","","55.41","","6.33","35.43","4.32","4.94","24.97","42.58","","52.91","","6.01","3.43","5.58","16.75","5.63","8.54"
"376","2022-01-15 00:00:35","19","fr","254882866","2022-01-14 23:53:14","2022-01-15 00:00:35","I do consent to continue with the survey","No","Never","I don't care","I do care","I do care","I don't care","Sometimes","Sometimes","Never","Sometimes","Never","Non Applicable","Always","Sometimes","Always","Always","Always","Always","Always","Always","Sometimes","Never","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Disagree","Strongly Agree","Agree","Neutral","Somewhat Agree","Neutral","Agree","Strongly Disagree","Somewhat Agree","Wallonia","35-44","Male","Bachelor Degree","2,500€ - 2,999€","Rural area","447.32","","10.92","","5.04","9.62","54.97","","103.14","","44.44","","6.54","29.27","6.22","4.79","18.18","44.03","","41.49","","8.1","4.42","4.69","10.03","30.37","11.06"
"377","2022-01-15 00:37:00","19","fr","1911014605","2022-01-15 00:30:56","2022-01-15 00:37:00","I do consent to continue with the survey","Yes","Less than once a month","I don't care","I do care a lot","I do care a lot","I don't care","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","Always","Non Applicable","Sometimes","Always","Always","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Not sure","Not sure","No","Yes","No","No","Yes","No","Yes","Yes","No","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Strongly Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Disagree","Somewhat Agree","Wallonia","25-34","Female","Bachelor Degree","1,500€ - 1,999€","Small City or Town","373.62","","5.76","","11.44","6.94","38.64","","69.27","","37.51","","11.37","16.39","6.27","5.6","33.72","33.48","","43.28","","6.54","8.23","7.64","10.82","13.87","6.85"
"378","2022-01-15 00:49:11","19","fr","1992167443","2022-01-15 00:42:27","2022-01-15 00:49:11","I do consent to continue with the survey","Yes","Every Day","I don't care","I do care","I do care a lot","I don't care","Sometimes","Sometimes","Often","Always","Often","Often","Always","Often","Often","Often","Often","Always","Non Applicable","Often","Always","Always","Neutral","Neutral","Disagree","Disagree","Disagree","Somewhat Agree","Not sure","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Wallonia","18-24","Female","Bachelor Degree","Prefer not to say","Small City or Town","411.83","","43.69","","5.65","12.01","39.26","","74.42","","46.34","","7.85","27.8","7.54","5.24","16.25","34.64","","42.25","","7.72","5.33","3.48","7.97","17","7.39"
